"Product","Category","Cost_Price","Sale_Price","Brand","Description","Image_url","Date","Customer_Type","Country","Discount_Band","Units_Sold","Revenue","Total_cost","Month","Year","Month (1)","Discount_Band (1)","Discount","Discounted_Revenue"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-05-01","Enterprise","Canada"," Medium ",17,"$2,533.00","$1,768.00","May","2023","May","medium",11,"$2,254.37"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-05-01","Small Business","Canada"," Medium ",17,"$2,873.00","$2,006.00","May","2023","May","medium",11,"$2,556.97"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-05-01","Government","Germany"," Medium ",7,"$1,393.00","$1,218.00","May","2023","May","medium",11,"$1,239.77"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-05-01","Creator","Germany"," Medium ",9,"$1,251.00","$873.00","May","2023","May","medium",11,"$1,113.39"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-05-01","Education","Mexico"," Medium ",3,"$597.00","$270.00","May","2023","May","medium",11,"$531.33"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-05-01","Government","Canada"," Medium ",15,"$2,535.00","$1,770.00","May","2022","May","medium",11,"$2,256.15"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-05-01","Enterprise","Germany"," Medium ",21,"$3,129.00","$2,184.00","May","2022","May","medium",11,"$2,784.81"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-05-01","Small Business","Germany"," Medium ",18,"$3,042.00","$2,124.00","May","2022","May","medium",11,"$2,707.38"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-05-01","Education","United States of America"," Medium ",20,"$3,380.00","$2,360.00","May","2022","May","medium",11,"$3,008.20"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-05-01","Creator","Germany"," Medium ",10,"$1,390.00","$970.00","May","2022","May","medium",11,"$1,237.10"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-05-01","Government","France"," Medium ",17,"$3,893.00","$2,720.00","May","2023","May","medium",11,"$3,464.77"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-05-01","Government","Germany"," Medium ",11,"$1,859.00","$1,298.00","May","2023","May","medium",11,"$1,654.51"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-05-01","Government","France"," None ",10,"$1,390.00","$970.00","May","2022","May","none",0,"$1,390.00"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-05-01","Small Business","Mexico"," None ",1,"$169.00","$118.00","May","2022","May","none",0,"$169.00"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-05-01","Education","France"," None ",9,"$1,521.00","$1,062.00","May","2022","May","none",0,"$1,521.00"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-11-01","Education","Mexico"," High ",19,"$2,831.00","$1,976.00","November","2022","November","high",24,"$2,151.56"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-11-01","Enterprise","Canada"," High ",30,"$4,170.00","$2,910.00","November","2022","November","high",24,"$3,169.20"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-11-01","Small Business","United States of America"," High ",26,"$5,174.00","$2,340.00","November","2022","November","high",24,"$3,932.24"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-11-01","Government","Mexico"," High ",22,"$3,718.00","$2,596.00","November","2022","November","high",24,"$2,825.68"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-11-01","Government","United States of America"," High ",20,"$3,380.00","$2,360.00","November","2022","November","high",24,"$2,568.80"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-11-01","Small Business","Germany"," High ",25,"$4,975.00","$2,250.00","November","2022","November","high",24,"$3,781.00"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-11-01","Government","France"," High ",19,"$3,211.00","$2,242.00","November","2022","November","high",24,"$2,440.36"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-11-01","Creator","Canada"," High ",22,"$3,718.00","$2,596.00","November","2022","November","high",24,"$2,825.68"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-11-01","Small Business","Mexico"," High ",26,"$5,174.00","$2,340.00","November","2022","November","high",24,"$3,932.24"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-11-01","Education","United States of America"," High ",26,"$3,874.00","$2,704.00","November","2022","November","high",24,"$2,944.24"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-11-01","Government","Canada"," High ",29,"$4,031.00","$2,813.00","November","2022","November","high",24,"$3,063.56"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-11-01","Government","Mexico"," High ",27,"$5,373.00","$4,698.00","November","2022","November","high",24,"$4,083.48"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-11-01","Education","Canada"," High ",16,"$3,184.00","$2,784.00","November","2022","November","high",24,"$2,419.84"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-11-01","Enterprise","United States of America"," High ",18,"$4,122.00","$2,880.00","November","2022","November","high",24,"$3,132.72"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-11-01","Government","Canada"," High ",7,"$1,183.00","$826.00","November","2023","November","high",24,"$899.08"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-11-01","Education","Germany"," High ",15,"$2,985.00","$2,610.00","November","2023","November","high",24,"$2,268.60"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-11-01","Government","Germany"," High ",4,"$676.00","$472.00","November","2023","November","high",24,"$513.76"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-11-01","Enterprise","United States of America"," High ",24,"$3,336.00","$2,328.00","November","2023","November","high",24,"$2,535.36"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-11-01","Government","Mexico"," High ",12,"$2,028.00","$1,416.00","November","2023","November","high",24,"$1,541.28"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-11-01","Small Business","Mexico"," High ",22,"$3,718.00","$2,596.00","November","2023","November","high",24,"$2,825.68"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-11-01","Small Business","Germany"," High ",14,"$2,366.00","$1,652.00","November","2023","November","high",24,"$1,798.16"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-11-01","Government","France"," High ",16,"$2,704.00","$1,888.00","November","2023","November","high",24,"$2,055.04"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-11-01","Education","Canada"," High ",27,"$5,373.00","$4,698.00","November","2023","November","high",24,"$4,083.48"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-11-01","Government","Canada"," High ",18,"$3,582.00","$1,620.00","November","2023","November","high",24,"$2,722.32"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-11-01","Small Business","Canada"," High ",14,"$2,366.00","$1,652.00","November","2023","November","high",24,"$1,798.16"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-11-01","Enterprise","Canada"," High ",25,"$3,475.00","$2,425.00","November","2023","November","high",24,"$2,641.00"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-11-01","Government","Germany"," High ",27,"$5,373.00","$2,430.00","November","2023","November","high",24,"$4,083.48"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-11-01","Enterprise","Germany"," High ",6,"$834.00","$582.00","November","2023","November","high",24,"$633.84"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-11-01","Government","United States of America"," High ",12,"$2,028.00","$1,416.00","November","2023","November","high",24,"$1,541.28"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-11-01","Creator","Mexico"," Low ",7,"$1,603.00","$1,120.00","November","2023","November","low",15,"$1,362.55"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-11-01","Government","United States of America"," Low ",12,"$1,788.00","$1,248.00","November","2023","November","low",15,"$1,519.80"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-11-01","Government","France"," Low ",6,"$1,194.00","$540.00","November","2023","November","low",15,"$1,014.90"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-11-01","Small Business","United States of America"," Low ",29,"$4,901.00","$3,422.00","November","2023","November","low",15,"$4,165.85"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-11-01","Enterprise","France"," Low ",17,"$2,363.00","$1,649.00","November","2023","November","low",15,"$2,008.55"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-11-01","Government","France"," Low ",9,"$1,341.00","$936.00","November","2023","November","low",15,"$1,139.85"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-11-01","Government","Canada"," Low ",21,"$4,179.00","$1,890.00","November","2022","November","low",15,"$3,552.15"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-11-01","Creator","France"," Low ",18,"$3,042.00","$2,124.00","November","2022","November","low",15,"$2,585.70"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-11-01","Enterprise","Mexico"," Low ",17,"$3,893.00","$2,720.00","November","2022","November","low",15,"$3,309.05"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-11-01","Education","France"," Low ",3,"$447.00","$312.00","November","2022","November","low",15,"$379.95"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-11-01","Government","France"," Low ",22,"$4,378.00","$3,828.00","November","2022","November","low",15,"$3,721.30"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-11-01","Government","Mexico"," Medium ",13,"$2,587.00","$1,170.00","November","2023","November","medium",19,"$2,095.47"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-11-01","Creator","Canada"," Medium ",23,"$5,267.00","$3,680.00","November","2023","November","medium",19,"$4,266.27"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-11-01","Government","Germany"," Medium ",15,"$2,235.00","$1,560.00","November","2023","November","medium",19,"$1,810.35"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-11-01","Education","France"," Medium ",5,"$995.00","$870.00","November","2023","November","medium",19,"$805.95"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-11-01","Government","United States of America"," Medium ",6,"$1,194.00","$540.00","November","2023","November","medium",19,"$967.14"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-11-01","Government","Canada"," Medium ",11,"$1,639.00","$1,144.00","November","2023","November","medium",19,"$1,327.59"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-11-01","Creator","France"," Medium ",23,"$5,267.00","$3,680.00","November","2023","November","medium",19,"$4,266.27"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-11-01","Government","Mexico"," Medium ",17,"$2,533.00","$1,768.00","November","2023","November","medium",19,"$2,051.73"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-11-01","Enterprise","Mexico"," Medium ",9,"$1,251.00","$873.00","November","2023","November","medium",19,"$1,013.31"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-11-01","Creator","Mexico"," Medium ",28,"$4,732.00","$3,304.00","November","2022","November","medium",19,"$3,832.92"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-11-01","Small Business","France"," Medium ",4,"$796.00","$360.00","November","2022","November","medium",19,"$644.76"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-11-01","Enterprise","France"," Medium ",19,"$4,351.00","$3,040.00","November","2022","November","medium",19,"$3,524.31"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-11-01","Creator","Germany"," Medium ",18,"$3,042.00","$2,124.00","November","2022","November","medium",19,"$2,464.02"
